Day of week;Day of month;Month ;Year;Hour;Appliances;lights;RH_1;RH_2;RH_3;RH_4;RH_5;RH_6;RH_7;RH_8;RH_9;RH_out;T1;T2;T3;T4;T5;T6;T7;T8;T9;T_out;Press_mm_hg;Windspeed;Visibility;Tdewpoint;
Τετάρτη;3;February;2016;:10:00 μμ;160;20;43,04%;42,20%;44,59%;41,03%;54,38%;89,29%;34,58%;43,40%;44,13%;85,83%;22,39;21,10;21,94;21,79;19,00;5,26;19,01;21,38;18,60;4,93;760,8;6,00;40,00;2,73;
Τετάρτη;3;February;2016;:20:00 μμ;130;10;43,09%;42,20%;44,52%;40,76%;54,29%;89,56%;34,65%;43,40%;44,97%;84,67%;22,32;21,03;21,92;21,76;19,00;5,19;19,00;21,39;18,60;4,97;760,9;6,00;40,00;2,57;
Τετάρτη;3;February;2016;:30:00 μμ;110;10;43,06%;42,20%;44,52%;40,63%;54,34%;89,26%;34,72%;43,56%;45,83%;83,50%;22,29;21,00;21,88;21,70;19,02;5,33;18,98;21,41;18,60;5,00;761,0;6,00;40,00;2,40;
Τετάρτη;3;February;2016;:40:00 μμ;90;10;42,93%;42,20%;44,38%;40,50%;54,29%;89,26%;34,79%;43,70%;46,20%;82,33%;22,23;21,00;21,80;21,60;19,00;5,47;19,00;21,50;18,60;5,03;761,0;6,00;40,00;2,23;
Τετάρτη;3;February;2016;:50:00 μμ;100;10;43,16%;42,26%;44,36%;40,59%;54,33%;87,23%;34,83%;43,70%;46,26%;81,17%;22,20;21,00;21,77;21,57;19,00;5,50;18,96;21,54;18,67;5,07;761,1;6,00;40,00;2,07;
Τετάρτη;3;February;2016;:00:00 μμ;180;10;43,03%;42,20%;44,40%;40,66%;54,37%;86,09%;34,93%;43,74%;45,97%;80,00%;22,13;20,97;21,70;21,50;19,00;5,56;18,89;21,60;18,60;5,10;761,2;6,00;40,00;1,90;
Τετάρτη;3;February;2016;:10:00 μμ;510;10;43,00%;42,46%;44,44%;40,83%;54,34%;84,90%;35,00%;43,94%;45,83%;80,00%;22,10;20,96;21,70;21,50;19,00;5,76;18,89;21,66;18,60;5,13;761,2;6,00;40,00;1,93;
Τετάρτη;3;February;2016;:20:00 μμ;350;10;43,06%;42,36%;45,18%;40,90%;54,31%;80,97%;34,96%;44,06%;45,56%;80,00%;22,10;20,89;21,80;21,50;19,00;5,76;18,89;21,73;18,60;5,17;761,3;6,00;40,00;1,97;
Τετάρτη;3;February;2016;:30:00 μμ;310;10;43,16%;42,23%;46,49%;41,00%;54,36%;78,16%;34,96%;44,27%;45,50%;80,00%;22,00;20,82;22,14;21,50;19,00;5,90;18,89;21,79;18,67;5,20;761,5;6,00;40,00;2,00;
Τετάρτη;3;February;2016;:40:00 μμ;300;10;43,43%;42,57%;47,33%;40,93%;54,40%;77,75%;35,00%;44,29%;45,13%;80,00%;22,00;20,79;22,50;21,43;19,00;5,90;18,89;21,79;18,60;5,23;761,6;6,00;40,00;2,03;
Τετάρτη;3;February;2016;:50:00 μμ;270;30;43,63%;42,83%;47,69%;41,06%;54,46%;77,57%;34,99%;44,29%;44,93%;80,00%;22,00;20,79;22,86;21,46;19,00;5,90;18,88;21,79;18,60;5,27;761,7;6,00;40,00;2,07;
Τετάρτη;3;February;2016;:00:00 μμ;270;40;43,90%;43,07%;47,65%;41,06%;54,53%;77,03%;34,94%;44,20%;44,76%;80,00%;21,93;20,70;23,12;21,39;19,00;5,87;18,83;21,79;18,60;5,30;761,7;6,00;40,00;2,10;
Τετάρτη;3;February;2016;:10:00 μμ;250;40;44,23%;43,26%;47,10%;41,07%;54,56%;76,49%;34,98%;44,11%;44,57%;80,00%;21,89;20,70;23,29;21,43;19,00;5,80;18,79;21,75;18,60;5,32;761,9;5,67;40,00;2,10;
Τετάρτη;3;February;2016;:20:00 μμ;230;30;44,36%;43,33%;46,41%;41,20%;54,60%;76,90%;35,00%;43,99%;44,36%;80,00%;21,89;20,70;23,37;21,50;18,96;5,76;18,79;21,79;18,50;5,33;762,0;5,33;40,00;2,10;
Τετάρτη;3;February;2016;:30:00 μμ;120;30;44,43%;43,47%;45,77%;41,20%;54,65%;76,97%;35,03%;43,81%;44,23%;80,00%;21,79;20,70;23,40;21,50;18,96;5,62;18,79;21,81;18,50;5,35;762,2;5,00;40,00;2,10;
Τετάρτη;3;February;2016;:40:00 μμ;190;30;44,56%;43,53%;45,15%;41,26%;54,70%;76,90%;35,09%;43,63%;43,97%;80,00%;21,79;20,70;23,41;21,50;18,90;5,66;18,73;21,88;18,50;5,37;762,3;4,67;40,00;2,10;
Τετάρτη;3;February;2016;:50:00 μμ;170;30;44,59%;43,66%;44,56%;40,96%;54,61%;76,63%;35,09%;43,43%;43,83%;80,00%;21,79;20,70;23,32;21,50;18,91;5,59;18,70;21,95;18,50;5,38;762,4;4,33;40,00;2,10;
Τετάρτη;3;February;2016;:00:00 μμ;120;30;44,66%;43,50%;44,27%;40,57%;54,33%;76,03%;35,09%;43,26%;43,65%;80,00%;21,86;20,79;23,18;21,50;18,89;5,59;18,70;22,01;18,50;5,40;762,6;4,00;40,00;2,10;
Τετάρτη;3;February;2016;:10:00 μμ;120;40;44,66%;43,50%;43,97%;40,36%;54,09%;75,09%;35,10%;43,13%;43,43%;80,00%;21,89;20,86;23,04;21,50;18,89;5,59;18,70;22,08;18,46;5,38;762,7;4,00;40,00;2,10;
Τετάρτη;3;February;2016;:20:00 μμ;460;30;44,53%;43,33%;43,66%;40,23%;53,86%;74,93%;35,16%;43,08%;43,23%;80,00%;21,89;20,93;22,92;21,50;18,89;5,50;18,70;22,10;18,39;5,37;762,8;4,00;40,00;2,10;
Τετάρτη;3;February;2016;:30:00 μμ;600;30;44,45%;43,07%;43,60%;40,23%;53,67%;75,20%;35,20%;43,00%;43,09%;80,00%;22,00;21,00;22,89;21,50;18,89;5,50;18,70;22,17;18,39;5,35;762,9;4,00;40,00;2,10;
Τετάρτη;3;February;2016;:40:00 μμ;280;10;47,86%;42,86%;43,66%;40,29%;53,63%;75,60%;35,18%;42,88%;43,03%;80,00%;22,13;21,13;22,89;21,50;18,89;5,59;18,64;22,20;18,39;5,33;763,0;4,00;40,00;2,10;
Τετάρτη;3;February;2016;:50:00 μμ;100;0;52,19%;43,06%;44,15%;40,35%;53,75%;76,06%;35,23%;42,63%;42,90%;80,00%;22,26;21,20;22,89;21,45;18,89;5,59;18,66;22,16;18,39;5,32;763,1;4,00;40,00;2,10;
Τετάρτη;3;February;2016;:00:00 μμ;110;20;51,17%;44,19%;44,56%;40,06%;54,06%;76,03%;35,22%;42,71%;42,90%;80,00%;22,32;21,32;22,89;21,39;18,89;5,59;18,61;22,11;18,39;5,30;763,2;4,00;40,00;2,10;
Τετάρτη;3;February;2016;:10:00 μμ;130;20;50,10%;44,45%;44,70%;40,53%;54,32%;75,76%;35,24%;42,76%;42,86%;80,17%;22,39;21,42;22,83;21,39;18,89;5,59;18,60;22,17;18,39;5,27;763,3;3,83;40,00;2,08;
Τετάρτη;3;February;2016;:20:00 μμ;120;20;48,29%;44,27%;44,78%;42,62%;54,40%;75,43%;35,27%;42,70%;42,79%;80,33%;22,39;21,50;22,79;21,43;18,89;5,59;18,60;22,20;18,39;5,23;763,4;3,67;40,00;2,07;
Τετάρτη;3;February;2016;:30:00 μμ;110;20;47,23%;43,80%;44,77%;43,49%;54,38%;74,82%;35,29%;42,78%;42,76%;80,50%;22,39;21,60;22,79;21,57;18,89;5,59;18,60;22,28;18,39;5,20;763,5;3,50;40,00;2,05;
Τετάρτη;3;February;2016;:40:00 μμ;160;20;46,20%;43,46%;44,70%;43,90%;54,29%;74,93%;35,29%;42,79%;42,70%;80,67%;22,43;21,60;22,77;21,63;18,89;5,46;18,60;22,29;18,39;5,17;763,6;3,33;40,00;2,03;
Τετάρτη;3;February;2016;:50:00 μμ;160;10;45,46%;43,09%;44,59%;43,23%;54,21%;74,83%;35,29%;42,83%;42,59%;80,83%;22,50;21,63;22,70;21,63;18,89;5,30;18,60;22,28;18,39;5,13;763,7;3,17;40,00;2,02;
Τετάρτη;3;February;2016;:00:00 μμ;150;20;44,62%;43,03%;44,53%;42,60%;54,10%;75,76%;35,29%;42,82%;42,53%;81,00%;22,53;21,70;22,70;21,60;18,89;5,03;18,60;22,23;18,32;5,10;763,7;3,00;40,00;2,00;
Τετάρτη;3;February;2016;:10:00 μμ;170;20;44,10%;42,86%;44,40%;42,19%;54,06%;76,60%;35,29%;42,77%;42,36%;81,33%;22,60;21,73;22,70;21,53;18,89;5,12;18,60;22,20;18,29;5,07;763,9;3,00;40,00;2,03;
Τετάρτη;3;February;2016;:20:00 μμ;100;20;43,60%;42,66%;44,27%;41,83%;54,00%;77,39%;35,29%;42,76%;42,23%;81,67%;22,60;21,79;22,69;21,46;18,89;5,19;18,60;22,20;18,29;5,03;764,0;3,00;40,00;2,07;
Τετάρτη;3;February;2016;:30:00 μμ;130;20;43,19%;42,47%;44,09%;41,57%;53,91%;78,42%;35,33%;42,79%;42,06%;82,00%;22,60;21,89;22,65;21,39;18,89;4,87;18,60;22,20;18,29;5,00;764,1;3,00;40,00;2,10;
Τετάρτη;3;February;2016;:40:00 μμ;100;0;42,93%;42,33%;43,93%;41,36%;61,07%;79,76%;35,45%;42,88%;41,93%;82,33%;22,70;21,89;22,60;21,39;19,03;4,80;18,59;22,27;18,29;4,97;764,2;3,00;40,00;2,13;
Τετάρτη;3;February;2016;:50:00 μμ;140;0;42,73%;42,13%;43,88%;41,29%;84,11%;82,40%;35,43%;42,84%;41,83%;82,67%;22,70;21,89;22,56;21,32;20,30;4,90;18,58;22,29;18,29;4,93;764,3;3,00;40,00;2,17;
Τετάρτη;3;February;2016;:00:00 μμ;120;0;42,47%;41,86%;43,74%;41,20%;84,23%;85,92%;35,38%;42,67%;41,57%;83,00%;22,70;21,89;22,50;21,29;20,28;4,83;18,56;22,31;18,29;4,90;764,5;3,00;40,00;2,20;
Τετάρτη;3;February;2016;:10:00 μμ;120;0;42,27%;41,70%;43,69%;41,07%;81,39%;87,79%;35,48%;42,70%;41,45%;83,50%;22,70;21,89;22,50;21,23;19,85;4,66;18,58;22,37;18,29;4,85;764,6;3,17;40,00;2,23;
Τετάρτη;3;February;2016;:20:00 μμ;140;0;42,16%;41,70%;43,59%;40,90%;78,85%;88,26%;35,53%;42,76%;41,40%;84,00%;22,70;21,89;22,50;21,20;19,77;4,53;18,58;22,39;18,20;4,80;764,7;3,33;40,00;2,27;
Τετάρτη;3;February;2016;:30:00 μμ;120;0;42,09%;41,79%;43,56%;40,90%;76,51%;89,03%;35,58%;42,93%;41,40%;84,50%;22,70;21,89;22,50;21,20;19,66;4,40;18,58;22,41;18,20;4,75;764,7;3,50;40,00;2,30;
Τετάρτη;3;February;2016;:40:00 μμ;130;10;42,00%;41,79%;43,50%;40,79%;73,89%;89,10%;35,59%;43,21%;41,40%;85,00%;22,70;21,89;22,50;21,20;19,59;4,47;18,59;22,49;18,20;4,70;764,8;3,67;40,00;2,33;
Τετάρτη;3;February;2016;:50:00 μμ;80;10;41,92%;41,79%;43,53%;40,79%;71,81%;88,43%;35,60%;43,65%;41,40%;85,50%;22,70;21,89;22,49;21,13;19,51;4,59;18,57;22,54;18,20;4,65;765,0;3,83;40,00;2,37;
Τετάρτη;3;February;2016;12:00;70;0;41,90%;41,79%;43,61%;41,23%;70,14%;87,17%;35,79%;44,33%;41,29%;86,00%;22,70;21,89;22,47;21,20;19,50;4,59;18,58;22,59;18,20;4,60;765,1;4,00;40,00;2,40;
Τετάρτη;3;February;2016;12:10;70;10;42,03%;41,86%;43,66%;41,88%;68,92%;85,89%;36,31%;45,40%;41,29%;86,00%;22,67;21,86;22,45;21,18;19,41;4,50;18,60;22,69;18,20;4,50;765,1;3,83;40,00;2,30;
Τετάρτη;3;February;2016;12:20;70;0;42,22%;41,73%;43,84%;42,06%;67,96%;84,87%;36,66%;45,57%;42,43%;86,00%;22,60;21,79;22,39;21,17;19,41;4,50;18,60;22,70;18,23;4,40;765,2;3,67;40,00;2,20;
Τετάρτη;3;February;2016;12:30;100;0;42,73%;41,84%;44,05%;42,09%;67,02%;84,60%;36,87%;45,69%;43,16%;86,00%;22,60;21,75;22,48;21,10;19,39;4,50;18,60;22,78;18,29;4,30;765,2;3,50;40,00;2,10;
Τετάρτη;3;February;2016;12:40;100;0;42,86%;41,93%;44,02%;42,09%;66,30%;84,06%;37,02%;45,60%;43,67%;86,00%;22,53;21,70;22,50;21,10;19,38;4,43;18,60;22,80;18,23;4,20;765,2;3,33;40,00;2,00;
Τετάρτη;3;February;2016;12:50;100;0;43,03%;42,06%;44,00%;41,97%;65,72%;82,99%;37,18%;45,55%;44,13%;86,00%;22,50;21,70;22,52;21,07;19,32;4,37;18,60;22,88;18,29;4,10;765,3;3,17;40,00;1,90;
Τετάρτη;3;February;2016;13:00;70;10;43,16%;42,09%;44,00%;41,97%;65,15%;81,90%;37,18%;45,52%;44,33%;86,00%;22,50;21,60;22,60;21,00;19,31;4,06;18,60;23,00;18,29;4,00;765,3;3,00;40,00;1,80;
Τετάρτη;3;February;2016;13:10;70;0;43,23%;42,09%;43,98%;42,13%;64,51%;82,03%;37,39%;45,75%;44,47%;86,33%;22,39;21,60;22,60;20,96;19,29;3,86;18,60;23,10;18,29;3,87;765,3;2,83;40,00;1,72;
Τετάρτη;3;February;2016;13:20;70;0;43,29%;42,20%;43,97%;42,26%;63,94%;82,70%;37,51%;45,94%;44,63%;86,67%;22,39;21,57;22,60;20,89;19,28;3,63;18,60;23,10;18,29;3,73;765,3;2,67;40,00;1,63;
Τετάρτη;3;February;2016;13:30;70;0;43,40%;42,13%;43,94%;42,29%;63,32%;83,16%;37,59%;46,00%;44,76%;87,00%;22,36;21,50;22,60;20,89;19,24;3,43;18,60;23,10;18,29;3,60;765,3;2,50;40,00;1,55;
Τετάρτη;3;February;2016;13:40;60;0;43,33%;42,09%;44,00%;42,29%;62,82%;84,53%;37,62%;46,05%;44,83%;87,33%;22,29;21,46;22,60;20,89;19,23;3,26;18,60;23,10;18,29;3,47;765,3;2,33;40,00;1,47;
Τετάρτη;3;February;2016;13:50;50;0;43,13%;42,03%;43,92%;42,20%;62,33%;84,46%;37,70%;46,08%;44,97%;87,67%;22,20;21,39;22,60;20,79;19,20;3,13;18,60;23,10;18,29;3,33;765,3;2,17;40,00;1,38;
Πέμπτη;4;February;2016;2:00;30;0;43,06%;42,09%;43,97%;42,26%;61,97%;84,33%;37,72%;45,82%;45,16%;88,00%;22,20;21,39;22,60;20,79;19,20;2,83;18,60;23,09;18,29;3,20;765,2;2,00;40,00;1,30;
Πέμπτη;4;February;2016;2:10;20;0;43,03%;42,03%;43,93%;42,29%;61,65%;85,27%;37,84%;45,90%;45,36%;88,67%;22,17;21,32;22,59;20,79;19,20;2,63;18,60;23,01;18,29;2,95;765,3;2,17;38,17;1,17;
Πέμπτη;4;February;2016;2:20;50;0;43,16%;42,00%;44,00%;42,29%;61,42%;86,73%;37,90%;46,27%;45,69%;89,33%;22,10;21,29;22,51;20,73;19,20;2,59;18,60;22,93;18,29;2,70;765,3;2,33;36,33;1,03;
Πέμπτη;4;February;2016;2:30;40;0;43,06%;41,93%;43,96%;42,26%;61,13%;86,40%;37,92%;46,64%;45,96%;90,00%;22,07;21,23;22,50;20,70;19,16;2,53;18,60;22,88;18,29;2,45;765,4;2,50;34,50;9,00;
Πέμπτη;4;February;2016;2:40;40;0;43,00%;41,90%;43,93%;42,20%;60,86%;86,83%;38,00%;46,88%;46,16%;90,67%;22,00;21,20;22,50;20,70;19,12;2,36;18,60;22,82;18,29;2,20;765,5;2,67;32,67;7,67;
Πέμπτη;4;February;2016;2:50;50;0;42,90%;41,90%;43,91%;42,23%;60,62%;86,96%;38,00%;47,09%;46,43%;91,33%;21,96;21,20;22,50;20,70;19,13;2,23;18,60;22,79;18,29;1,95;765,5;2,83;30,83;6,33;
Πέμπτη;4;February;2016;:00:00 πμ;40;0;42,90%;41,93%;43,94%;42,16%;60,38%;87,55%;38,02%;47,45%;46,63%;92,00%;21,89;21,10;22,50;20,63;19,10;2,15;18,60;22,72;18,29;1,70;765,6;3,00;29,00;5,00;
Πέμπτη;4;February;2016;:10:00 πμ;50;0;42,90%;42,00%;43,96%;42,13%;60,11%;88,30%;38,09%;47,63%;46,83%;91,83%;21,89;21,10;22,50;20,60;19,10;2,09;18,60;22,70;18,29;1,78;765,6;3,00;28,83;5,67;
Πέμπτη;4;February;2016;:20:00 πμ;40;0;42,86%;42,03%;44,00%;42,12%;59,91%;87,83%;38,09%;47,70%;46,97%;91,67%;21,86;21,10;22,50;20,60;19,10;1,96;18,60;22,70;18,29;1,87;765,7;3,00;28,67;6,33;
Πέμπτη;4;February;2016;:30:00 πμ;50;0;42,79%;41,96%;43,96%;42,09%;59,70%;86,83%;38,09%;47,72%;47,13%;91,50%;21,79;21,03;22,51;20,60;19,09;1,63;18,60;22,65;18,29;1,95;765,7;3,00;28,50;7,00;
Πέμπτη;4;February;2016;:40:00 πμ;50;0;42,79%;42,00%;43,87%;42,09%;59,53%;86,43%;38,09%;47,77%;47,20%;91,33%;21,76;21,00;22,55;20,50;19,08;1,36;18,60;22,60;18,29;2,03;765,7;3,00;28,33;7,67;
Πέμπτη;4;February;2016;:50:00 πμ;40;0;42,73%;42,00%;43,79%;42,09%;59,34%;86,73%;38,09%;47,78%;47,33%;91,17%;21,70;20,92;22,59;20,50;19,06;1,20;18,60;22,53;18,29;2,12;765,8;3,00;28,17;8,33;
Πέμπτη;4;February;2016;:00:00 πμ;50;0;42,66%;42,00%;43,77%;42,09%;59,15%;88,13%;38,09%;47,61%;47,40%;91,00%;21,67;20,89;22,60;20,50;19,00;1,20;18,60;22,40;18,36;2,20;765,8;3,00;28,00;9,00;
Πέμπτη;4;February;2016;:10:00 πμ;40;0;42,59%;41,86%;43,79%;42,03%;59,03%;89,56%;38,09%;47,62%;47,50%;90,67%;21,60;20,82;22,54;20,43;19,00;1,36;18,60;22,35;18,39;2,17;765,8;3,00;27,17;8,17;
Πέμπτη;4;February;2016;:20:00 πμ;40;0;42,59%;41,93%;43,79%;42,06%;58,86%;90,43%;38,13%;47,76%;47,56%;90,33%;21,60;20,82;22,52;20,46;19,00;1,57;18,60;22,27;18,39;2,13;765,8;3,00;26,33;7,33;
Πέμπτη;4;February;2016;:30:00 πμ;50;0;42,53%;41,83%;43,79%;42,00%;58,70%;90,26%;38,16%;47,94%;47,63%;90,00%;21,60;20,79;22,50;20,39;19,00;1,60;18,60;22,20;18,32;2,10;765,8;3,00;25,50;6,50;
Πέμπτη;4;February;2016;:40:00 πμ;50;0;42,50%;41,90%;43,79%;42,00%;58,56%;89,86%;38,16%;48,20%;47,76%;89,67%;21,60;20,79;22,50;20,39;19,00;1,53;18,60;22,19;18,39;2,07;765,8;3,00;24,67;5,67;
Πέμπτη;4;February;2016;:50:00 πμ;50;0;42,50%;41,90%;43,79%;42,00%;58,47%;89,36%;38,10%;48,37%;47,83%;89,33%;21,53;20,76;22,50;20,39;19,00;1,36;18,59;22,11;18,39;2,03;765,8;3,00;23,83;4,83;
Πέμπτη;4;February;2016;:00:00 πμ;50;0;42,50%;41,90%;43,79%;41,97%;58,33%;89,03%;38,15%;48,52%;47,97%;89,00%;21,50;20,70;22,50;20,36;19,00;1,29;18,58;22,10;18,39;2,00;765,8;3,00;23,00;4,00;
Πέμπτη;4;February;2016;:10:00 πμ;40;0;42,50%;41,90%;43,79%;41,90%;58,21%;89,29%;38,13%;48,67%;48,00%;89,00%;21,50;20,70;22,50;20,29;18,98;1,20;18,58;22,10;18,39;1,95;765,8;3,00;24,00;3,50;
Πέμπτη;4;February;2016;:20:00 πμ;20;0;42,36%;41,83%;43,79%;41,90%;58,11%;89,77%;38,10%;48,79%;48,00%;89,00%;21,46;20,70;22,50;20,29;18,96;1,26;18,55;22,05;18,39;1,90;765,8;3,00;25,00;3,00;
Πέμπτη;4;February;2016;:30:00 πμ;20;0;42,29%;41,70%;43,72%;41,90%;57,99%;90,09%;38,10%;48,80%;48,09%;89,00%;21,39;20,60;22,50;20,29;18,96;1,29;18,58;22,01;18,39;1,85;765,7;3,00;26,00;2,50;
Πέμπτη;4;February;2016;:40:00 πμ;20;0;42,29%;41,76%;43,65%;41,90%;57,88%;89,30%;38,09%;48,88%;48,09%;89,00%;21,39;20,60;22,48;20,29;18,90;1,17;18,55;21,98;18,39;1,80;765,7;3,00;27,00;2,00;
Πέμπτη;4;February;2016;:50:00 πμ;40;0;42,29%;41,76%;43,44%;41,90%;57,79%;88,17%;38,09%;48,90%;48,09%;89,00%;21,39;20,60;22,40;20,29;18,89;0,00;18,57;21,89;18,39;1,75;765,7;3,00;28,00;1,50;
Πέμπτη;4;February;2016;:00:00 πμ;50;0;42,29%;41,70%;43,52%;41,70%;57,70%;87,62%;38,09%;48,98%;48,09%;89,00%;21,36;20,53;22,34;20,20;18,89;0,00;18,54;21,88;18,39;1,70;765,7;3,00;29,00;1,00;
Πέμπτη;4;February;2016;:10:00 πμ;60;0;42,29%;41,70%;43,69%;41,70%;57,60%;87,69%;38,09%;48,90%;48,09%;89,33%;21,29;20,50;22,29;20,20;18,89;0,00;18,53;21,86;18,39;1,78;765,6;3,00;30,83;2,17;
Πέμπτη;4;February;2016;:20:00 πμ;40;0;42,29%;41,70%;43,73%;41,70%;57,49%;88,13%;38,09%;48,82%;48,09%;89,67%;21,29;20,50;22,25;20,20;18,89;0,00;18,52;21,82;18,39;1,87;765,5;3,00;32,67;3,33;
Πέμπτη;4;February;2016;:30:00 πμ;50;0;42,29%;41,70%;43,76%;41,70%;57,37%;88,53%;38,09%;48,71%;48,09%;90,00%;21,29;20,50;22,20;20,20;18,89;0,00;18,50;21,79;18,39;1,95;765,4;3,00;34,50;4,50;
Πέμπτη;4;February;2016;:40:00 πμ;40;0;42,23%;41,70%;43,79%;41,70%;57,29%;89,60%;38,09%;48,70%;48,13%;90,33%;21,23;20,50;22,20;20,13;18,89;0,00;18,50;21,79;18,39;2,03;765,3;3,00;36,33;5,67;
Πέμπτη;4;February;2016;:50:00 πμ;40;0;42,09%;41,76%;43,86%;41,63%;57,18%;90,52%;38,09%;48,67%;48,20%;90,67%;21,20;20,46;22,19;20,10;18,87;0,00;18,50;21,71;18,39;2,12;765,2;3,00;38,17;6,83;
Πέμπτη;4;February;2016;:00:00 πμ;50;0;42,09%;41,67%;43,90%;41,63%;57,13%;91,53%;38,09%;48,59%;48,20%;91,00%;21,20;20,39;22,16;20,10;18,89;0,00;18,50;21,72;18,39;2,20;765,2;3,00;40,00;8,00;
Πέμπτη;4;February;2016;:10:00 πμ;40;0;42,09%;41,66%;43,98%;41,59%;56,97%;92,06%;38,07%;48,62%;48,26%;91,00%;21,13;20,39;22,12;20,10;18,85;1,13;18,50;21,70;18,39;2,28;765,1;3,17;40,00;8,83;
Πέμπτη;4;February;2016;:20:00 πμ;50;0;42,09%;41,70%;44,00%;41,53%;56,86%;92,33%;38,09%;48,63%;48,29%;91,00%;21,13;20,29;22,10;20,03;18,82;1,32;18,50;21,67;18,36;2,37;765,0;3,33;40,00;9,67;
Πέμπτη;4;February;2016;:30:00 πμ;50;0;42,09%;41,70%;44,00%;41,66%;56,76%;92,47%;38,07%;48,52%;48,29%;91,00%;21,10;20,29;22,10;20,10;18,79;1,39;18,50;21,62;18,29;2,45;765,0;3,50;40,00;1,05;
Πέμπτη;4;February;2016;:40:00 πμ;50;0;42,09%;41,66%;44,03%;41,53%;56,70%;92,83%;38,09%;48,58%;48,29%;91,00%;21,10;20,29;22,10;20,03;18,79;1,50;18,50;21,60;18,39;2,53;764,9;3,67;40,00;1,13;
Πέμπτη;4;February;2016;:50:00 πμ;40;0;42,03%;41,66%;44,06%;41,53%;56,63%;92,97%;38,09%;48,59%;48,29%;91,00%;21,03;20,29;22,10;20,00;18,79;1,57;18,50;21,60;18,39;2,62;764,8;3,83;40,00;1,22;
Πέμπτη;4;February;2016;:00:00 πμ;40;0;42,03%;41,50%;44,09%;41,59%;56,59%;93,16%;38,09%;48,61%;48,29%;91,00%;21,03;20,20;22,12;20,00;18,79;1,73;18,50;21,59;18,39;2,70;764,7;4,00;40,00;1,30;
Πέμπτη;4;February;2016;:10:00 πμ;40;0;42,00%;41,50%;44,09%;41,59%;56,51%;93,43%;38,09%;48,70%;48,29%;91,17%;21,00;20,20;22,10;20,00;18,79;1,86;18,50;21,53;18,39;2,82;764,6;4,00;38,17;1,45;
Πέμπτη;4;February;2016;:20:00 πμ;40;0;42,00%;41,50%;44,09%;41,59%;56,44%;93,35%;38,09%;48,66%;48,26%;91,33%;21,00;20,20;22,10;19,93;18,78;2,00;18,50;21,50;18,36;2,93;764,5;4,00;36,33;1,60;
Πέμπτη;4;February;2016;:30:00 πμ;50;0;42,00%;41,50%;44,09%;41,59%;56,41%;93,56%;38,09%;48,59%;48,20%;91,50%;21,00;20,20;22,10;19,89;18,78;2,13;18,49;21,50;18,29;3,05;764,3;4,00;34,50;1,75;
Πέμπτη;4;February;2016;:40:00 πμ;30;0;42,00%;41,50%;44,09%;41,59%;56,30%;93,76%;38,09%;48,54%;48,29%;91,67%;20,93;20,17;22,10;19,89;18,75;2,26;18,45;21,44;18,29;3,17;764,2;4,00;32,67;1,90;
Πέμπτη;4;February;2016;:50:00 πμ;30;0;42,00%;41,56%;44,09%;41,70%;56,27%;93,80%;38,10%;48,57%;48,29%;91,83%;20,89;20,10;22,10;19,89;18,73;2,40;18,40;21,45;18,29;3,28;764,1;4,00;30,83;2,05;
Πέμπτη;4;February;2016;:00:00 πμ;30;10;42,00%;41,50%;44,08%;41,70%;56,14%;93,87%;38,09%;48,51%;48,36%;92,00%;20,89;20,10;22,09;19,89;18,74;2,47;18,41;21,40;18,36;3,40;764,0;4,00;29,00;2,20;
Πέμπτη;4;February;2016;:10:00 πμ;40;10;42,27%;41,56%;43,77%;41,70%;56,00%;93,90%;38,12%;48,66%;48,29%;92,00%;20,89;20,10;22,01;19,89;18,77;2,53;18,42;21,41;18,39;3,50;763,8;4,33;30,83;2,30;
Πέμπτη;4;February;2016;:20:00 πμ;60;20;42,53%;41,73%;43,63%;41,83%;56,00%;94,03%;38,11%;48,68%;48,23%;92,00%;20,89;20,10;21,95;19,89;18,73;2,66;18,41;21,39;18,39;3,60;763,7;4,67;32,67;2,40;
Πέμπτη;4;February;2016;:30:00 πμ;50;30;42,96%;41,79%;43,55%;42,00%;56,00%;94,33%;38,11%;48,48%;48,16%;92,00%;20,86;20,03;21,88;19,89;18,70;2,83;18,41;21,36;18,39;3,70;763,7;5,00;34,50;2,50;
Πέμπτη;4;February;2016;:40:00 πμ;50;20;43,17%;42,03%;43,41%;42,12%;56,05%;94,47%;38,12%;48,29%;48,03%;92,00%;20,79;20,10;21,80;19,92;18,70;2,97;18,41;21,29;18,39;3,80;763,6;5,33;36,33;2,60;
Πέμπτη;4;February;2016;:50:00 πμ;70;20;43,26%;42,03%;43,38%;42,43%;56,06%;94,73%;38,19%;48,06%;47,97%;92,00%;20,79;20,03;21,79;20,00;18,70;3,16;18,40;21,27;18,39;3,90;763,5;5,67;38,17;2,70;
Πέμπτη;4;February;2016;:00:00 πμ;60;20;43,23%;42,13%;43,29%;42,47%;56,02%;94,80%;38,19%;47,84%;47,83%;92,00%;20,79;20,00;21,79;20,10;18,70;3,29;18,39;21,23;18,39;4,00;763,3;6,00;40,00;2,80;
Πέμπτη;4;February;2016;:10:00 πμ;60;10;43,36%;42,26%;43,29%;42,33%;56,00%;95,00%;38,20%;47,68%;47,79%;92,50%;20,79;20,00;21,79;20,10;18,70;3,50;18,39;21,20;18,32;4,00;763,2;6,00;43,83;2,88;
